,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
6245,5962716,K06640.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.804591904,1.21e-07,-1.21e-07,132.3963298,5.49e-05,-5.49e-05,0.879,0.031,-0.021,3.85009,0.00217,-0.00217,137295.0,49.9,-49.9,80.87,15.32,-13.77,1923.0,,,3221.97,1558.37,-1116.34,1666.6,1.0,q1_q17_dr25_tce,6271.0,75.0,-81.0,4.178,0.143,-0.117,1.515,0.287,-0.258,19h30m25.99s,+41d13m30.7s,13.877,
6252,6852488,K06775.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.172042913,8.79e-07,-8.79e-07,131.764641,0.000337,-0.000337,0.881,0.017,-0.02,8.0331,0.024,-0.024,154381.0,320.0,-320.0,100.79,19.08,-15.9,2169.0,,,5231.88,2467.49,-1694.32,583.6,1.0,q1_q17_dr25_tce,7128.0,71.0,-85.0,4.105,0.115,-0.126,1.775,0.336,-0.28,19h13m53.55s,+42d22m48.3s,13.908,
6254,7671594,K06902.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.705174384,9.4e-08,-9.4e-08,131.694866,0.000109,-0.000109,13.5485,1.068,-3.534,1.11196,0.00744,-0.00744,375227.0,1728.0,-1728.0,366.76,73.36,-73.35,751.0,,,75.23,39.71,-29.89,222.8,1.0,q1_q17_dr24_tce,3354.0,50.0,-50.0,5.031,0.06,-0.06,0.25,0.05,-0.05,19h10m32.61s,+43d22m14.8s,15.815,
6256,7691527,K06905.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,4.800232532,5.44e-07,-5.44e-07,135.7829072,9.47e-05,-9.47e-05,0.669,0.027,-0.026,3.57105,0.0048,-0.0048,277001.0,252.0,-252.0,48.67,10.17,-3.6,941.0,,,184.84,119.52,-44.68,893.6,1.0,q1_q17_dr25_tce,5591.0,169.0,-169.0,4.59,0.043,-0.136,0.756,0.158,-0.056,19h38m55.82s,+43d20m58.3s,15.431,
6258,7700578,K06908.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,1.507100589,4.299e-06,-4.299e-06,132.09322,0.004,-0.004,0.336,0.014,-0.013,5.8097,0.0116,-0.0116,497657.0,946.0,-946.0,131.16,37.89,-34.07,2378.0,,,7555.78,6432.98,-4106.75,711.8,1.0,q1_q17_dr25_tce,6919.0,190.0,-309.0,4.099,0.19,-0.171,1.748,0.505,-0.454,19h49m02.45s,+43d18m22.9s,14.15,
6259,7707736,K06909.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,0.758355704,5.54e-07,-5.54e-07,131.863972,0.000601,-0.000601,0.846,0.006,-0.004,4.4135,0.054,-0.054,9568.3,76.1,-76.1,8.78,2.04,-0.69,1765.0,,,2292.94,1627.29,-545.55,153.3,2.0,q1_q17_dr25_tce,5629.0,169.0,-152.0,4.586,0.036,-0.144,0.783,0.182,-0.061,19h55m35.43s,+43d23m40.1s,15.617,
6261,8411947,K07034.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.898837525,1.99e-07,-1.99e-07,132.13405,0.000191,-0.000191,0.496,0.035,-0.03,3.5342,0.0124,-0.0124,399778.0,996.0,-996.0,57.14,8.57,-6.23,1615.0,,,1609.86,833.1,-501.74,445.6,1.0,q1_q17_dr25_tce,5284.0,185.0,-185.0,4.518,0.081,-0.099,0.807,0.121,-0.088,18h51m32.97s,+44d26m20.8s,15.3,
6266,8429450,K07039.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.352576807,1.56e-07,-1.56e-07,132.0374311,9.52e-05,-9.52e-05,0.616,0.014,-0.014,5.49531,0.00583,-0.00583,317484.0,255.0,-255.0,161.02,32.59,-76.03,2866.0,,,15932.27,10104.48,-12184.18,1365.1,1.0,q1_q17_dr25_tce,6881.0,214.0,-285.0,3.831,0.456,-0.114,2.406,0.487,-1.136,19h25m15.83s,+44d27m46.3s,13.106,
6268,9411943,K07170.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.922009494,6.25e-07,-6.25e-07,132.161285,0.000268,-0.000268,1.312,0.362,-0.181,3.101,0.0141,-0.0141,6547.8,26.6,-26.6,48.61,13.82,-10.06,1596.0,,,1534.66,1279.75,-679.43,284.4,1.0,q1_q17_dr25_tce,5880.0,158.0,-175.0,4.296,0.225,-0.184,1.087,0.309,-0.225,19h39m46.02s,+45d55m46.4s,14.738,
6271,9451096,K07173.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.250390814,6.2e-08,-6.2e-08,131.7337519,4.07e-05,-4.07e-05,0.73,0.009,-0.008,3.7184,0.00136,-0.00136,231167.0,41.6,-41.6,101.37,26.28,-39.38,2367.0,,,7420.89,5904.33,-5051.36,2046.8,1.0,q1_q17_dr25_tce,6297.0,199.0,-244.0,4.006,0.385,-0.137,1.663,0.431,-0.646,18h59m13.70s,+46d05m52.8s,12.64,
6273,9468296,K07176.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.748815953,7.835e-06,-7.835e-06,132.28021,0.00112,-0.00112,1.172,6.849,-0.442,1.9216,0.0597,-0.0597,11657.0,327.0,-327.0,26.94,2.54,-2.83,799.0,,,96.29,33.71,-27.26,43.3,1.0,q1_q17_dr25_tce,4961.0,151.0,-136.0,4.545,0.078,-0.058,0.753,0.071,-0.079,19h32m52.74s,+46d03m13.4s,15.311,
6274,10264202,K07300.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.517573708,4.7e-08,-4.7e-08,131.5161551,7.48e-05,-7.48e-05,1.021,0.056,-0.053,2.23102,0.00487,-0.00487,87205.0,148.0,-148.0,37.02,6.19,-2.48,1863.0,,,2827.01,1504.83,-647.74,740.2,1.0,q1_q17_dr25_tce,5427.0,162.0,-162.0,4.633,0.032,-0.104,0.7,0.117,-0.047,19h09m41.68s,+47d22m24.0s,15.777,
6278,10290447,K07306.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.691561191,5.043e-06,-5.043e-06,131.6477,0.00817,-0.00817,1.0183,0.0048,-0.6841,5.23,0.686,-0.686,1901.0,147.0,-147.0,5.91,0.62,-0.43,1460.0,,,1074.31,472.57,-271.3,3.4,1.0,q1_q17_dr24_tce,4892.0,204.0,-171.0,4.669,0.052,-0.052,0.586,0.062,-0.042,19h50m22.16s,+47d20m43.3s,14.353,
6279,10292465,K07307.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.35337091,3.03e-07,-3.03e-07,131.936954,0.000178,-0.000178,0.579,0.028,-0.034,2.2396,0.0135,-0.0135,104562.0,536.0,-536.0,26.69,3.98,-3.27,1444.0,,,1031.53,518.62,-319.26,303.0,1.0,q1_q17_dr25_tce,5426.0,178.0,-146.0,4.511,0.1,-0.1,0.784,0.117,-0.096,19h52m32.72s,+47d23m04.3s,14.956,
6280,10294608,K07308.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.854491777,2.26e-07,-2.26e-07,132.4915806,9.52e-05,-9.52e-05,0.285,0.007,-0.003,5.14771,0.00653,-0.00653,383431.0,557.0,-557.0,63.08,17.46,-9.43,1511.0,,,1232.64,976.35,-443.67,1070.6,1.0,q1_q17_dr25_tce,5843.0,140.0,-176.0,4.413,0.105,-0.18,0.99,0.274,-0.148,19h54m56.72s,+47d22m38.7s,13.344,
6281,11287726,K07433.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.737713268,1.828e-06,-1.828e-06,132.325253,0.000307,-0.000307,0.8,0.193,-0.066,6.384,0.0209,-0.0209,105259.0,314.0,-314.0,29.25,4.8,-2.23,882.0,,,143.54,75.22,-33.73,476.7,1.0,q1_q17_dr25_tce,5335.0,159.0,-143.0,4.624,0.032,-0.097,0.719,0.118,-0.055,19h06m05.27s,+49d04m08.9s,14.176,
6283,11350389,K07438.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.51264208,3.24e-07,-3.24e-07,132.025984,0.000172,-0.000172,1.192,1.048,-0.13,1.871,0.0133,-0.0133,23842.0,81.7,-81.7,36.72,5.07,-4.12,1357.0,,,801.0,366.96,-235.15,262.6,1.0,q1_q17_dr25_tce,5258.0,158.0,-142.0,4.508,0.09,-0.09,0.811,0.112,-0.091,19h27m22.30s,+49d07m08.8s,15.724,
6285,11358392,K07440.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.984971822,1.85e-07,-1.85e-07,132.402887,0.000158,-0.000158,1.274,0.816,-0.197,1.64247,0.00743,-0.00743,6683.5,17.6,-17.6,56.1,17.09,-11.39,2321.0,,,6852.37,6029.4,-3001.82,279.1,1.0,q1_q17_dr25_tce,6437.0,162.0,-194.0,4.237,0.149,-0.182,1.369,0.417,-0.278,19h42m30.65s,+49d10m41.7s,13.548,
6290,2162994,K06260.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.101595158,1.74e-07,-1.74e-07,132.6324315,3.52e-05,-3.52e-05,0.394,0.001,-0.001,6.10362,0.00222,-0.00222,366585.0,169.0,-169.0,51.08,11.44,-4.87,1028.0,,,264.23,176.33,-70.46,3809.8,1.0,q1_q17_dr25_tce,5610.0,152.0,-152.0,4.533,0.074,-0.137,0.808,0.181,-0.077,19h28m13.92s,+37d35m31.4s,14.162,
6291,2167444,K06261.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,2.43574046,2.598e-05,-2.598e-05,133.47404,0.00931,-0.00931,0.997,0.409,-0.05,22.25,6.2,-6.2,6223.0,422.0,-422.0,24.62,7.79,-5.18,2102.0,,,4614.94,4444.25,-2288.69,74.6,1.0,q1_q17_dr25_tce,7239.0,230.0,-374.0,4.129,0.128,-0.192,1.781,0.563,-0.375,19h31m59.98s,+37d34m48.5s,14.141,
6292,4078693,K06386.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.756536015,1.343e-06,-1.343e-06,133.025652,0.000403,-0.000403,1.239,6.23,-0.147,1.5908,0.0229,-0.0229,3590.8,38.5,-38.5,57.46,12.84,-23.86,1580.0,,,1472.73,1006.97,-1020.86,100.1,1.0,q1_q17_dr25_tce,5496.0,164.0,-147.0,4.02,0.42,-0.14,1.669,0.373,-0.693,19h46m18.70s,+39d06m41.5s,13.485,
6294,4149684,K06388.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.320850062,3.32e-07,-3.32e-07,132.4183917,6.5e-05,-6.5e-05,1.087,0.006,-0.07,4.26661,0.00274,-0.00274,75927.4,32.0,-32.0,59.16,19.12,-8.19,1221.0,,,524.62,515.8,-192.13,1691.5,1.0,q1_q17_dr25_tce,6098.0,193.0,-236.0,4.384,0.09,-0.21,1.083,0.35,-0.15,19h18m00.55s,+39d12m41.8s,13.928,
6296,4157488,K06390.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.197420145,2.44e-07,-2.44e-07,132.5674705,3.93e-05,-3.93e-05,1.025,0.013,-0.014,6.78534,0.00171,-0.00171,91307.3,19.9,-19.9,81.49,20.54,-30.82,1416.0,,,949.86,735.81,-626.86,4262.1,1.0,q1_q17_dr25_tce,6248.0,197.0,-197.0,4.05,0.405,-0.162,1.528,0.385,-0.578,19h26m24.76s,+39d13m42.0s,13.961,
6297,4160669,K06391.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.183517999,1.891e-06,-1.891e-06,132.692938,0.000807,-0.000807,1.214,1.464,-0.052,4.2703,0.0363,-0.0363,1321.6,10.8,-10.8,4633.66,202.3,-607.0,9791.0,,,2169685.72,467872.58,-642965.7,147.7,1.0,q1_q17_dr25_tce,3198.0,89.0,-56.0,0.047,0.16,-0.04,162.725,7.105,-21.315,19h29m17.74s,+39d17m57.7s,11.296,
6299,4174507,K06393.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.945914237,5.64e-07,-5.64e-07,133.042081,0.000239,-0.000239,1.273,0.193,-0.134,2.8712,0.0125,-0.0125,9880.5,37.8,-37.8,35.94,8.32,-4.15,1417.0,,,955.56,675.04,-293.98,299.2,1.0,q1_q17_dr25_tce,5967.0,179.0,-179.0,4.516,0.075,-0.162,0.83,0.192,-0.096,19h41m53.72s,+39d12m49.8s,15.439,
6309,6042116,K06650.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,5.407157086,3.18e-07,-3.18e-07,136.5956575,4.73e-05,-4.73e-05,1.062,0.02,-0.025,5.8919,0.00212,-0.00212,74653.3,20.1,-20.1,125.96,22.73,-52.98,1984.0,,,3667.86,2115.0,-2630.44,2882.0,1.0,q1_q17_dr25_tce,7617.0,239.0,-319.0,3.856,0.392,-0.098,2.439,0.44,-1.026,19h26m52.35s,+41d23m23.9s,11.3,
6311,6044064,K06652.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.06318803,1.21e-06,-1.21e-06,133.707285,0.000196,-0.000196,3.4,0.108,-0.131,13.8913,0.021,-0.021,662677.0,505.0,-505.0,302.18,40.98,-36.97,908.0,,,160.52,77.18,-51.79,1602.7,1.0,q1_q17_dr25_tce,5375.0,189.0,-170.0,4.531,0.099,-0.081,0.752,0.102,-0.092,19h29m24.76s,+41d19m27.3s,15.001,
6313,6863840,K06779.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,1.926366998,1.89e-07,-1.89e-07,131.7468446,8.09e-05,-8.09e-05,0.498,0.01,-0.01,3.98088,0.00406,-0.00406,399528.0,277.0,-277.0,53.63,5.64,-5.65,1204.0,,,497.84,185.48,-144.37,1093.2,1.0,q1_q17_dr25_tce,5176.0,153.0,-153.0,4.542,0.077,-0.063,0.76,0.08,-0.08,19h28m13.17s,+42d20m05.9s,15.138,
6321,7769072,K06914.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.60886299,5.8e-08,-5.8e-08,132.0506751,7.94e-05,-7.94e-05,1.294,0.178,-0.16,1.27896,0.00536,-0.00536,2019.5,0.0,0.0,158.5,58.54,-58.54,3651.0,,,42225.89,45132.61,-27041.54,457.8,1.0,q1_q17_dr25_tce,5022.0,125.0,-125.0,3.311,0.36,-0.27,4.167,1.539,-1.539,19h47m21.53s,+43d24m29.0s,13.886,
6324,7798259,K06917.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.734221252,4.75e-07,-4.75e-07,132.833439,0.000221,-0.000221,0.553,0.201,-0.048,2.4577,0.0156,-0.0156,289817.0,2292.0,-2292.0,42.06,3.3,-4.01,1114.0,,,363.79,111.97,-100.05,542.2,1.0,q1_q17_dr25_tce,4765.0,142.0,-142.0,4.584,0.056,-0.032,0.702,0.055,-0.067,18h41m22.52s,+43d35m46.1s,15.726,
6325,8453191,K07043.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.776764285,3.26e-07,-3.26e-07,131.5421677,4.65e-05,-4.65e-05,0.88,0.005,-0.007,6.99715,0.00173,-0.00173,153902.0,43.4,-43.4,117.51,25.52,-38.28,1542.0,,,1336.82,900.76,-800.99,3033.4,1.0,q1_q17_dr25_tce,6263.0,194.0,-194.0,3.875,0.3,-0.1,2.072,0.45,-0.675,19h55m11.40s,+44d25m04.8s,13.356,
6326,8453324,K07044.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.26227317,1.07e-07,-1.07e-07,132.0407385,6.88e-05,-6.88e-05,1.247,0.086,-0.08,3.30141,0.00328,-0.00328,7342.5,4.2,-4.2,369.2,101.3,-139.2,3790.0,,,48665.04,33215.31,-31526.86,1159.9,1.0,q1_q17_dr25_tce,4927.0,44.0,-118.0,2.882,0.234,-0.126,9.356,2.566,-3.528,19h55m18.87s,+44d29m20.9s,11.516,
6327,8479107,K07045.01,,FALSE POSITIVE,FALSE POSITIVE,0.67,0,1,0,0,0.76757669,1.15e-07,-1.15e-07,131.819082,0.000121,-0.000121,0.821,0.087,-0.017,2.04757,0.00578,-0.00578,157612.0,241.0,-241.0,34.23,2.73,-2.73,1530.0,,,1294.42,406.05,-312.74,431.3,1.0,q1_q17_dr25_tce,5182.0,157.0,-141.0,4.635,0.066,-0.039,0.627,0.05,-0.05,18h56m30.15s,+44d33m02.1s,14.952,
6328,8479386,K07046.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.860377067,4.87e-07,-4.87e-07,134.8440004,6.69e-05,-6.69e-05,0.526,0.004,-0.005,10.4634,0.00338,-0.00338,361615.0,132.0,-132.0,78.14,20.78,-15.12,1191.0,,,475.44,372.65,-201.8,3044.1,1.0,q1_q17_dr25_tce,6267.0,170.0,-189.0,4.284,0.198,-0.18,1.158,0.308,-0.224,18h57m06.85s,+44d35m38.5s,13.955,
6329,8488876,K07047.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,5.801881299,2.05e-07,-2.05e-07,136.9821453,2.89e-05,-2.89e-05,0.81,0.003,0.0,4.21133,0.00212,-0.00212,34469.8,16.6,-16.6,62.9,9.24,-25.88,2001.0,,,3784.87,1768.34,-2678.69,3642.0,1.0,q1_q17_dr25_tce,7259.0,201.0,-302.0,3.739,0.392,-0.098,3.009,0.442,-1.238,19h17m37.24s,+44d30m55.7s,12.368,
6330,8504570,K07048.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.00770453,3.55e-07,-3.55e-07,134.8009815,7.23e-05,-7.23e-05,0.835,0.058,-0.041,5.50884,0.00438,-0.00438,168776.0,95.2,-95.2,92.08,30.83,-16.6,1699.0,,,1969.22,1947.75,-854.12,1753.5,1.0,q1_q17_dr25_tce,7162.0,200.0,-300.0,4.185,0.105,-0.21,1.631,0.546,-0.294,19h40m56.85s,+44d30m27.6s,13.251,
6331,8509346,K07049.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,6.099032889,3.05e-07,-3.05e-07,135.5223947,4.07e-05,-4.07e-05,0.891,0.015,-0.013,4.82208,0.00217,-0.00217,55374.3,25.4,-25.4,36.68,10.02,-6.69,1183.0,,,462.81,371.79,-192.1,2884.0,1.0,q1_q17_dr25_tce,6356.0,171.0,-209.0,4.297,0.175,-0.175,1.141,0.312,-0.208,19h46m51.38s,+44d34m38.0s,13.745,
6336,9520700,K07183.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,2.136834989,3.52e-07,-3.52e-07,133.617975,0.000136,-0.000136,0.559,0.01,-0.008,4.34882,0.00752,-0.00752,346183.0,605.0,-605.0,66.59,18.44,-9.9,1415.0,,,948.25,772.89,-332.51,644.7,1.0,q1_q17_dr25_tce,5753.0,156.0,-156.0,4.42,0.101,-0.188,0.989,0.274,-0.147,19h17m21.16s,+46d09m10.2s,14.902,
6345,10346522,K07316.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.989144446,9.12e-07,-9.12e-07,132.572437,0.000189,-0.000189,0.252,0.003,-0.002,20.7947,0.0166,-0.0166,630524.0,366.0,-366.0,60.26,7.37,-6.63,996.0,,,233.19,97.41,-69.6,2055.9,1.0,q1_q17_dr25_tce,5538.0,166.0,-166.0,4.555,0.095,-0.086,0.719,0.088,-0.079,19h37m56.01s,+47d27m09.6s,14.404,
6351,11455795,K07446.01,,FALSE POSITIVE,FALSE POSITIVE,0.368,0,1,0,0,1.057335679,1.23e-07,-1.23e-07,131.792007,9.61e-05,-9.61e-05,0.262,0.274,-0.113,1.5795,0.0152,-0.0152,47337.0,120.0,-120.0,14.59,1.15,-1.28,1276.0,,,623.51,184.18,-164.28,476.0,1.0,q1_q17_dr25_tce,4664.0,126.0,-140.0,4.594,0.054,-0.027,0.683,0.054,-0.06,19h28m44.20s,+49d18m36.1s,15.414,
6352,11457191,K07447.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.149198426,8.94e-07,-8.94e-07,131.817374,0.000646,-0.000646,1.167,0.626,-0.203,4.1603,0.0381,-0.0381,37721.0,273.0,-273.0,42.03,11.01,-4.7,1690.0,,,1922.43,1484.56,-564.14,164.2,1.0,q1_q17_dr25_tce,5858.0,159.0,-159.0,4.486,0.091,-0.169,0.867,0.227,-0.097,19h31m42.15s,+49d20m50.4s,14.554,
6354,2305372,K06264.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.40469182,8.3e-08,-8.3e-08,131.552084,4.93e-05,-4.93e-05,0.597,0.006,-0.007,6.26327,0.00622,-0.00622,702439.0,369.0,-369.0,217.25,40.35,-49.32,2263.0,,,6187.57,2938.3,-2693.03,2651.1,1.0,q1_q17_dr25_tce,6230.0,75.0,-87.0,4.043,0.18,-0.12,1.863,0.346,-0.423,19h27m57.68s,+37d40m21.9s,13.821,
6356,2308957,K06266.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.109841858,1.17e-07,-1.17e-07,132.1655985,8.81e-05,-8.81e-05,0.12,0.015,-0.001,8.11952,0.00928,-0.00928,300713.0,222.0,-222.0,177.78,36.93,-64.61,2944.0,,,17830.7,9607.62,-10987.17,2082.6,1.0,q1_q17_dr25_tce,5788.0,78.0,-78.0,3.607,0.277,-0.111,3.211,0.667,-1.167,19h31m00.44s,+37d36m12.7s,14.52,
6359,2438061,K06270.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.442941283,1.791e-06,-1.791e-06,132.011468,0.000725,-0.000725,1.164,1.792,-0.133,4.1847,0.031,-0.031,37338.0,193.0,-193.0,48.18,0.0,0.0,1352.0,,,788.17,0.0,0.0,229.7,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,19h21m06.48s,+37d47m27.5s,,
6363,4261960,K06397.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,1.461270059,5.735e-06,-5.735e-06,131.78154,0.00364,-0.00364,1.288,0.193,-0.097,16.467,0.849,-0.849,3348.7,54.0,-54.0,26.29,4.13,-1.76,1253.0,,,583.36,312.57,-142.46,131.0,1.0,q1_q17_dr25_tce,5226.0,182.0,-182.0,4.651,0.03,-0.09,0.674,0.106,-0.045,19h25m57.75s,+39d23m18.9s,15.722,
6371,5113809,K06523.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,1.547426532,,,132.8859128,,,0.947,,,16.1346,,,532.9,,,3.62,1.08,-0.58,1973.0,,,3587.69,3058.33,-1377.09,210.1,1.0,q1_q17_dr25_tce,6612.0,158.0,-218.0,4.303,0.101,-0.188,1.264,0.377,-0.203,19h42m13.45s,+40d13m59.1s,13.755,
6375,6048106,K06655.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.559360638,4.135e-06,-4.135e-06,132.53955,0.0033,-0.0033,0.647,0.031,-0.029,5.4458,0.0184,-0.0184,280066.0,756.0,-756.0,94.2,27.1,-19.75,2234.0,,,5905.62,5151.19,-2831.72,419.9,1.0,q1_q17_dr25_tce,7002.0,216.0,-312.0,4.193,0.153,-0.187,1.488,0.428,-0.312,19h34m14.03s,+41d23m43.3s,14.091,
6377,6060580,K06658.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.313367981,2.4e-07,-2.4e-07,133.1999763,8.53e-05,-8.53e-05,1.247,0.047,-0.049,2.42645,0.00286,-0.00286,13437.5,11.2,-11.2,33.55,6.58,-2.81,1180.0,,,458.02,271.88,-113.73,733.6,1.0,q1_q17_dr25_tce,5508.0,150.0,-150.0,4.598,0.034,-0.127,0.764,0.15,-0.064,19h47m04.47s,+41d19m10.3s,13.46,
6380,6890618,K06787.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.574063832,1.839e-06,-1.839e-06,133.05514,0.00104,-0.00104,1.237,0.408,-0.142,5.6357,0.0508,-0.0508,1118.1,9.5,-9.5,28.63,7.38,-4.29,1619.0,,,1622.84,1232.03,-583.69,145.3,1.0,q1_q17_dr25_tce,5951.0,160.0,-178.0,4.411,0.12,-0.18,0.962,0.248,-0.144,19h54m29.19s,+42d23m39.2s,14.636,
6382,6927629,K06789.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.867613816,3.42e-07,-3.42e-07,135.3438766,7.13e-05,-7.13e-05,0.553,0.006,-0.008,5.36467,0.00351,-0.00351,340908.0,252.0,-252.0,69.23,19.72,-12.18,1203.0,,,494.75,413.88,-197.21,1379.1,1.0,q1_q17_dr25_tce,5780.0,156.0,-173.0,4.364,0.149,-0.182,1.046,0.298,-0.184,18h55m37.30s,+42d26m30.8s,15.244,
6385,6939670,K06792.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.238855579,1.737e-06,-1.737e-06,135.201464,0.000336,-0.000336,1.031,0.318,-0.04,5.2235,0.0195,-0.0195,68002.0,213.0,-213.0,38.01,6.81,-5.58,1044.0,,,280.82,157.8,-99.48,374.8,1.0,q1_q17_dr25_tce,5655.0,167.0,-167.0,4.482,0.135,-0.135,0.804,0.144,-0.118,19h15m51.59s,+42d28m09.8s,14.858,
6388,7816680,K06920.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.292599454,3.93e-07,-3.93e-07,131.7702811,7.64e-05,-7.64e-05,0.89,0.021,-0.008,4.73293,0.00256,-0.00256,140032.0,98.8,-98.8,64.04,18.82,-8.07,1319.0,,,715.83,616.01,-237.04,1329.6,1.0,q1_q17_dr25_tce,6467.0,173.0,-211.0,4.377,0.062,-0.188,1.174,0.345,-0.148,19h19m41.12s,+43d30m29.6s,15.573,
6389,7838639,K06922.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.113197701,2.04e-07,-2.04e-07,132.3310213,8.07e-05,-8.07e-05,0.909,0.117,-0.012,3.46341,0.00578,-0.00578,57315.5,72.0,-72.0,50.13,14.29,-14.29,1825.0,,,2624.42,2257.94,-1452.08,1048.1,1.0,q1_q17_dr25_tce,6215.0,188.0,-206.0,4.138,0.258,-0.172,1.463,0.417,-0.417,19h47m39.46s,+43d31m10.0s,13.774,
6395,8552540,K07054.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.530967171,8.2e-08,-8.2e-08,131.725385,0.000128,-0.000128,0.84,0.064,-0.06,3.8102,0.0231,-0.0231,378394.0,808.0,-808.0,92.29,26.82,-11.46,2312.0,,,6728.14,5635.99,-2109.21,671.9,1.0,q1_q17_dr25_tce,5951.0,148.0,-163.0,4.439,0.084,-0.196,0.991,0.288,-0.123,19h15m33.70s,+44d37m01.3s,10.292,
