,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
169,6849310,K00864.01,Kepler-244 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.311780262,4.342e-06,-4.342e-06,173.576483,0.000848,-0.000848,0.196,0.221,-0.196,2.7251,0.0314,-0.0314,1154.0,15.0,-15.0,3.11,0.39,-0.21,1038.0,,,274.84,91.4,-49.59,86.1,1.0,q1_q17_dr25_tce,5527.0,74.0,-83.0,4.484,0.04,-0.112,0.927,0.115,-0.062,19h08m58.24s,+42d18m04.9s,15.604,
173,6862603,K00866.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.861159894,3.059e-06,-3.059e-06,171.648106,0.00088,-0.00088,0.965,0.13,-0.043,1.8832,0.0878,-0.0878,1014.3,28.6,-28.6,4.37,1.38,-0.46,1355.0,,,797.1,768.91,-244.21,58.3,1.0,q1_q17_dr25_tce,6126.0,193.0,-214.0,4.458,0.052,-0.208,1.021,0.324,-0.108,19h26m41.21s,+42d20m35.2s,15.618,
176,7366258,K00880.03,Kepler-82 e,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.902245782,7.373e-06,-7.373e-06,136.78393,0.00101,-0.00101,0.209,0.165,-0.209,2.9003,0.0317,-0.0317,702.3,12.8,-12.8,2.43,0.27,-0.18,926.0,,,173.74,58.69,-36.35,59.3,3.0,q1_q17_dr25_tce,5427.0,108.0,-108.0,4.463,0.064,-0.088,0.929,0.104,-0.069,19h31m29.61s,+42d57m58.1s,15.158,
180,6949607,K00870.01,Kepler-28 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.912273234,7.039e-06,-7.039e-06,172.184012,0.00094,-0.00094,0.17,0.201,-0.17,2.3254,0.0296,-0.0296,961.4,17.2,-17.2,1.73,0.09,-0.1,585.0,,,27.72,5.15,-4.93,62.8,1.0,q1_q17_dr25_tce,4072.0,73.0,-81.0,4.696,0.023,-0.028,0.57,0.029,-0.032,19h28m32.88s,+42d25m45.9s,15.036,
186,7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.601811819,6.168e-06,-6.168e-06,169.98108,0.00105,-0.00105,0.567,0.045,-0.448,2.2607,0.0367,-0.0367,755.9,14.1,-14.1,2.35,0.09,-0.18,896.0,,,152.91,23.09,-30.96,60.8,1.0,q1_q17_dr25_tce,4986.0,82.0,-82.0,4.496,0.08,-0.025,0.833,0.032,-0.064,19h45m56.02s,+42d39m48.3s,15.024,
188,7135852,K00875.01,Kepler-1729 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.220965778,2.584e-06,-2.584e-06,170.622433,0.000491,-0.000491,0.705,0.061,-0.311,3.0854,0.0645,-0.0645,2260.0,17.9,-17.9,2.62,0.58,-0.58,595.0,,,29.68,41.22,-16.05,157.8,1.0,q1_q17_dr25_tce,3837.0,481.0,-259.0,4.747,0.105,-0.094,0.517,0.114,-0.114,19h46m46.55s,+42d37m34.0s,15.692,
189,7270230,K00876.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,6.998099523,2.356e-06,-2.356e-06,171.898913,0.000267,-0.000267,7.361,46.99,-1.351,2.0488,0.0142,-0.0142,20285.0,128.0,-128.0,588.66,128.5,-46.16,853.0,,,125.22,81.62,-29.93,192.3,1.0,q1_q17_dr25_tce,5612.0,152.0,-152.0,4.566,0.038,-0.152,0.829,0.181,-0.065,19h11m32.19s,+42d49m56.8s,15.877,
190,7287995,K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.95489993,5.482e-06,-5.482e-06,170.955871,0.000734,-0.000734,0.327,0.084,-0.327,2.3892,0.0281,-0.0281,1410.7,17.8,-17.8,2.33,0.1,-0.11,635.0,,,38.52,6.66,-6.17,87.2,1.0,q1_q17_dr25_tce,4261.0,85.0,-85.0,4.641,0.027,-0.02,0.633,0.026,-0.029,19h34m32.87s,+42d49m29.9s,15.019,
198,7685981,K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.40841331,1.408e-05,-1.408e-05,172.18582,0.00262,-0.00262,0.899,0.013,-0.655,5.012,0.106,-0.106,549.4,13.4,-13.4,2.66,0.79,-0.33,1139.0,,,398.0,359.33,-131.06,45.1,1.0,q1_q17_dr25_tce,6007.0,189.0,-189.0,4.457,0.081,-0.202,0.961,0.285,-0.122,19h31m51.73s,+43d20m47.0s,15.662,
201,7377033,K00882.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.956811408,1.059e-06,-1.059e-06,170.694208,0.00043,-0.00043,1.091,11.83,-0.023,2.1958,0.0257,-0.0257,24905.0,244.0,-244.0,21.58,1.33,-1.47,1109.0,,,357.16,100.66,-82.23,125.4,1.0,q1_q17_dr25_tce,5209.0,171.0,-155.0,4.657,0.063,-0.032,0.603,0.037,-0.041,19h43m20.49s,+42d56m35.0s,15.533,
205,7434875,K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.336123113,4.359e-06,-4.359e-06,135.31623,0.00109,-0.00109,0.252,0.22,-0.252,1.9616,0.0333,-0.0333,516.3,13.7,-13.7,1.74,0.2,-0.12,970.0,,,209.79,85.87,-48.36,41.6,3.0,q1_q17_dr25_tce,5097.0,152.0,-152.0,4.597,0.025,-0.085,0.779,0.093,-0.053,19h14m34.20s,+43d02m21.4s,15.067,
210,7552344,K00888.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.000747038,2.91e-07,-2.91e-07,169.974229,0.000225,-0.000225,0.908,0.005,-0.635,0.9967,0.0388,-0.0388,1823.5,16.9,-16.9,4.14,0.75,-0.57,1620.0,,,1635.2,958.96,-568.34,147.4,1.0,q1_q17_dr25_tce,5472.0,179.0,-179.0,4.499,0.117,-0.13,0.79,0.143,-0.108,19h51m54.03s,+43d09m53.7s,15.419,
215,8039892,K00903.01,Kepler-719 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.007316661,1.389e-06,-1.389e-06,173.433997,0.000219,-0.000219,0.344,0.076,-0.181,4.2362,0.0248,-0.0248,6932.3,19.7,-19.7,6.96,1.75,-0.62,998.0,,,234.28,170.6,-64.02,431.4,1.0,q1_q17_dr25_tce,5865.0,146.0,-190.0,4.563,0.042,-0.168,0.827,0.208,-0.074,19h42m08.67s,+43d53m04.0s,15.813,
216,8150320,K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.211116989,2.691e-06,-2.691e-06,170.150139,0.000969,-0.000969,0.69,0.009,-0.509,1.6485,0.0297,-0.0297,724.2,18.9,-18.9,1.85,0.13,-0.05,931.0,,,177.19,40.98,-23.72,42.6,1.0,q1_q17_dr25_tce,4500.0,90.0,-90.0,4.656,0.013,-0.043,0.646,0.043,-0.02,19h00m40.40s,+44d01m35.3s,15.791,
219,7767559,K00895.01,,FALSE POSITIVE,FALSE POSITIVE,0.228,0,1,0,0,4.409409243,5.831e-06,-5.831e-06,171.89433,0.00105,-0.00105,0.028,0.269,-0.028,3.8636,0.0468,-0.0468,12861.0,174.0,-174.0,10.95,3.05,-2.03,1101.0,,,347.06,298.88,-143.45,85.8,1.0,q1_q17_dr25_tce,5600.0,186.0,-169.0,4.368,0.185,-0.204,0.975,0.271,-0.181,19h45m38.45s,+43d27m19.4s,15.403,
221,7825899,K00896.02,Kepler-248 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.308201629,7.031e-06,-7.031e-06,174.047661,0.000883,-0.000883,0.03,0.383,-0.03,2.9785,0.0323,-0.0323,1328.5,17.3,-17.3,2.96,0.28,-0.1,819.0,,,106.44,31.16,-15.12,86.2,2.0,q1_q17_dr25_tce,5191.0,103.0,-103.0,4.564,0.016,-0.088,0.837,0.078,-0.03,19h32m14.74s,+43d34m52.9s,15.258,
222,7849854,K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.052349884,1.37e-07,-1.37e-07,169.890622,5.25e-05,-5.25e-05,0.437,0.03,-0.054,2.0778,0.0109,-0.0109,14280.6,17.9,-17.9,13.12,2.01,-1.18,1497.0,,,1183.18,468.35,-260.6,1072.1,1.0,q1_q17_dr25_tce,5855.0,70.0,-88.0,4.393,0.076,-0.123,1.08,0.166,-0.097,19h58m14.85s,+43d30m12.8s,15.257,
224,7870390,K00898.02,Kepler-83 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.169804269,9.036e-06,-9.036e-06,172.63153,0.00134,-0.00134,0.351,0.067,-0.351,2.153,0.0493,-0.0493,1037.4,27.7,-27.7,1.66,0.11,-0.15,569.0,,,24.75,5.51,-6.02,41.4,2.0,q1_q17_dr25_tce,3906.0,78.0,-86.0,4.73,0.052,-0.024,0.509,0.032,-0.046,18h48m55.80s,+43d39m56.3s,15.777,
228,7907423,K00899.02,Kepler-249 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.306551643,6.4e-06,-6.4e-06,134.37211,0.00159,-0.00159,0.001,0.43,-0.001,1.8177,0.0485,-0.0485,509.2,15.6,-15.6,0.91,0.1,-0.13,554.0,,,22.19,7.37,-7.57,37.8,2.0,q1_q17_dr25_tce,3561.0,71.0,-89.0,4.855,0.055,-0.055,0.411,0.045,-0.06,19h47m56.41s,+43d39m30.7s,15.234,
231,8490993,K00911.01,Kepler-722 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.093578461,8.955e-06,-8.955e-06,171.00954,0.00176,-0.00176,0.93,0.004,-0.667,2.5833,0.063,-0.063,538.6,17.0,-17.0,2.85,0.8,-0.34,1182.0,,,461.07,378.55,-152.43,36.4,1.0,q1_q17_dr25_tce,6077.0,162.0,-217.0,4.471,0.06,-0.18,0.999,0.28,-0.12,19h21m03.19s,+44d33m23.2s,15.399,
235,8544996,K00913.01,Kepler-723 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,4.082274889,2.47e-07,-2.47e-07,169.6375652,4.87e-05,-4.87e-05,0.093,0.014,-0.076,3.23015,0.00288,-0.00288,17859.2,12.5,-12.5,10.55,2.4,-0.87,1016.0,,,251.48,170.17,-61.38,1669.1,1.0,q1_q17_dr25_tce,5655.0,152.0,-152.0,4.581,0.038,-0.152,0.794,0.181,-0.065,18h59m19.31s,+44d39m29.3s,15.198,
237,8150320,K00904.04,Kepler-55 e,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.617490562,9.45e-06,-9.45e-06,135.04909,0.0017,-0.0017,0.649,0.23,-0.413,2.2618,0.0477,-0.0477,575.8,21.8,-21.8,1.62,0.11,-0.05,728.0,,,66.47,15.38,-8.9,28.1,2.0,q1_q17_dr25_tce,4500.0,90.0,-90.0,4.656,0.013,-0.043,0.646,0.043,-0.02,19h00m40.40s,+44d01m35.3s,15.791,
239,8180063,K00905.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,5.795063956,5.032e-06,-5.032e-06,172.697467,0.00069,-0.00069,0.949,0.005,-0.004,3.2496,0.0513,-0.0513,1692.9,26.5,-26.5,4.33,0.98,-0.39,950.0,,,192.74,128.89,-49.49,119.4,1.0,q1_q17_dr25_tce,5865.0,158.0,-158.0,4.563,0.038,-0.152,0.827,0.186,-0.074,19h46m01.81s,+44d02m09.9s,15.289,
248,8255887,K00908.01,Kepler-720 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.708326451,7.3e-07,-7.3e-07,171.446507,0.000121,-0.000121,0.061,0.063,-0.061,3.16114,0.00526,-0.00526,7912.7,14.4,-14.4,10.6,2.85,-2.56,1162.0,,,431.02,349.26,-211.73,633.4,1.0,q1_q17_dr25_tce,5560.0,166.0,-166.0,4.246,0.252,-0.189,1.21,0.325,-0.293,19h54m32.56s,+44d10m15.4s,15.113,
250,8414716,K00910.01,Kepler-721 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.392026903,6.664e-06,-6.664e-06,171.72707,0.000963,-0.000963,0.314,0.072,-0.314,2.9804,0.0352,-0.0352,1151.4,17.2,-17.2,2.68,0.36,-0.19,850.0,,,123.33,54.53,-29.06,77.4,1.0,q1_q17_dr25_tce,5198.0,155.0,-155.0,4.589,0.024,-0.102,0.801,0.106,-0.057,18h57m43.32s,+44d28m49.9s,15.651,
251,9141746,K00929.01,Kepler-730 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.491682808,1.685e-06,-1.685e-06,174.633553,0.000216,-0.000216,0.535,0.034,-0.053,4.301,0.0272,-0.0272,7163.3,17.2,-17.2,9.66,3.27,-1.31,1062.0,,,301.54,310.33,-112.73,502.3,1.0,q1_q17_dr25_tce,6123.0,193.0,-265.0,4.413,0.072,-0.217,1.107,0.375,-0.15,19h02m13.15s,+45d34m43.9s,15.649,
252,9159275,K00930.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,3.044770796,4.462e-06,-4.462e-06,172.01916,0.00115,-0.00115,1.252,0.369,-0.108,10.0134,0.0663,-0.0663,1695.0,10.1,-10.1,24.54,4.89,-1.96,1076.0,,,317.36,196.04,-79.26,203.5,1.0,q1_q17_dr25_tce,5525.0,165.0,-165.0,4.603,0.032,-0.12,0.753,0.15,-0.06,19h34m44.39s,+45d31m00.6s,15.621,
253,9166862,K00931.01,Kepler-731 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.855603916,3.68e-07,-3.68e-07,170.6787843,7.48e-05,-7.48e-05,0.348,0.027,-0.039,3.2179,0.0101,-0.0101,16652.7,18.2,-18.2,13.61,3.8,-1.35,1212.0,,,508.65,435.35,-163.96,1173.9,1.0,q1_q17_dr25_tce,6033.0,193.0,-265.0,4.46,0.048,-0.192,1.046,0.292,-0.104,19h45m34.36s,+45d34m06.8s,15.272,
254,9166870,K00932.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,3.855599139,4.003e-06,-4.003e-06,170.67957,0.000863,-0.000863,0.864,0.014,-0.599,3.183,0.0616,-0.0616,1030.9,13.2,-13.2,3.57,1.0,-0.33,1158.0,,,425.74,349.36,-120.92,90.1,1.0,q1_q17_dr25_tce,5936.0,164.0,-205.0,4.501,0.046,-0.196,0.965,0.268,-0.089,19h45m34.90s,+45d34m11.7s,15.054,
257,8628973,K00916.01,Kepler-724 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.314947362,1.705e-06,-1.705e-06,171.313058,0.000418,-0.000418,0.799,0.058,-0.54,1.8007,0.0284,-0.0284,1398.2,13.6,-13.6,3.94,1.11,-0.37,1155.0,,,421.03,347.73,-114.75,123.5,1.0,q1_q17_dr25_tce,5609.0,150.0,-166.0,4.481,0.062,-0.188,0.944,0.266,-0.089,19h33m49.16s,+44d47m34.0s,15.142,
258,8655354,K00917.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,6.71969089,1.394e-05,-1.394e-05,173.35776,0.00167,-0.00167,0.985,22.45,-0.029,3.0231,0.0879,-0.0879,969.7,26.2,-26.2,4.37,1.06,-0.57,952.0,,,194.18,143.01,-64.13,45.4,1.0,q1_q17_dr25_tce,5931.0,177.0,-177.0,4.479,0.094,-0.175,0.866,0.21,-0.113,20h04m11.89s,+44d42m22.7s,15.172,
265,8826878,K00922.01,Kepler-727 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.15448142,1.026e-05,-1.026e-05,171.6389,0.00157,-0.00157,0.933,0.038,-0.686,3.228,0.122,-0.122,697.5,16.4,-16.4,2.94,0.63,-0.39,964.0,,,204.1,134.51,-67.88,48.1,1.0,q1_q17_dr25_tce,5431.0,161.0,-161.0,4.457,0.104,-0.156,0.884,0.19,-0.117,19h39m23.25s,+45d02m03.9s,15.365,
267,8883593,K00923.01,Kepler-728 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.743469797,7.276e-06,-7.276e-06,174.898924,0.000999,-0.000999,0.001,0.372,-0.001,3.4412,0.0357,-0.0357,1240.2,17.8,-17.8,3.13,0.97,-0.31,982.0,,,219.95,200.46,-61.41,79.7,1.0,q1_q17_dr25_tce,5897.0,159.0,-177.0,4.531,0.037,-0.213,0.891,0.277,-0.087,19h24m22.16s,+45d06m55.9s,15.543,
269,9077124,K00926.01,Kepler-729 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.166353562,2.532e-06,-2.532e-06,170.966145,0.000631,-0.000631,0.032,0.321,-0.032,3.3129,0.0233,-0.0233,1473.4,13.4,-13.4,3.82,1.22,-0.41,1273.0,,,621.92,586.4,-191.31,128.3,1.0,q1_q17_dr25_tce,6007.0,169.0,-211.0,4.47,0.052,-0.208,0.998,0.318,-0.106,19h05m26.43s,+45d24m51.4s,15.603,
275,9479273,K00940.01,Kepler-734 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.104849417,2.711e-06,-2.711e-06,169.573477,0.000326,-0.000326,0.041,0.205,-0.041,4.6912,0.0143,-0.0143,2090.3,8.1,-8.1,3.18,0.17,-0.19,784.0,,,89.25,17.97,-16.37,293.7,1.0,q1_q17_dr25_tce,5085.0,102.0,-102.0,4.584,0.048,-0.032,0.712,0.038,-0.042,19h48m10.95s,+46d01m38.5s,15.017,
276,8359498,K00127.01,Kepler-77 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.578780566,1.83e-07,-1.83e-07,134.0304187,4.21e-05,-4.21e-05,0.079,0.045,-0.054,2.91089,0.00147,-0.00147,11382.2,7.2,-7.2,10.43,0.62,-0.62,1145.0,,,406.6,87.15,-74.65,1838.4,1.0,q1_q17_dr25_tce,5524.0,110.0,-110.0,4.421,0.05,-0.045,0.994,0.059,-0.059,19h18m25.91s,+44d20m43.5s,13.938,
277,9171801,K00933.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,3.187067566,8.799e-06,-8.799e-06,171.64976,0.00217,-0.00217,1.234,16.22,-0.216,3.119,0.124,-0.124,1037.4,34.5,-34.5,23.88,5.1,-2.35,1079.0,,,319.76,222.81,-92.63,37.2,1.0,q1_q17_dr25_tce,5450.0,197.0,-180.0,4.552,0.045,-0.135,0.811,0.173,-0.08,19h51m09.24s,+45d33m55.5s,15.653,
278,9334289,K00934.01,Kepler-254 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.826657508,6.434e-06,-6.434e-06,173.011411,0.000925,-0.000925,0.033,0.335,-0.033,2.9183,0.0321,-0.0321,1539.1,20.9,-20.9,4.09,0.6,-0.49,1013.0,,,248.57,96.56,-67.24,81.1,1.0,q1_q17_dr25_tce,5561.0,75.0,-83.0,4.362,0.126,-0.103,1.06,0.156,-0.127,19h12m39.53s,+45d48m59.4s,15.843,
285,9388479,K00936.02,Kepler-732 c,CONFIRMED,CANDIDATE,0.704,0,0,0,0,0.893040969,4.61e-07,-4.61e-07,134.540342,0.000418,-0.000418,0.009,0.398,-0.009,1.0981,0.0159,-0.0159,741.7,10.2,-10.2,1.24,0.1,-0.15,893.0,,,151.14,42.14,-45.33,87.8,2.0,q1_q17_dr25_tce,3582.0,71.0,-89.0,4.807,0.05,-0.045,0.458,0.04,-0.055,18h54m55.69s,+45d57m31.6s,15.073,
286,11359879,K00128.01,Kepler-15 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,4.942783419,2.47e-07,-2.47e-07,136.3294353,4.07e-05,-4.07e-05,0.566,0.009,-0.009,3.25346,0.00605,-0.00605,11144.7,6.7,-6.7,10.62,1.44,-0.73,1008.0,,,244.42,94.02,-48.62,2040.7,1.0,q1_q17_dr25_tce,5514.0,98.0,-109.0,4.459,0.051,-0.11,0.978,0.133,-0.067,19h44m48.14s,+49d08m24.4s,13.758,
298,3233043,K00966.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.379463865,2.8e-08,-2.8e-08,170.2480164,6.01e-05,-6.01e-05,1.246,0.632,-0.064,0.86896,0.00507,-0.00507,1973.3,5.8,-5.8,59.56,34.57,-38.05,3000.0,,,19256.81,34212.39,-17030.52,458.6,1.0,q1_q17_dr25_tce,5075.0,136.0,-151.0,3.892,0.707,-0.303,1.783,1.035,-1.139,19h23m38.69s,+38d20m08.1s,13.787,
302,5802246,K01044.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.525154153,3.08e-07,-3.08e-07,133.744359,0.000504,-0.000504,1.226,0.483,-0.167,2.1441,0.0297,-0.0297,747.5,8.1,-8.1,23.61,5.28,-2.85,2073.0,,,4391.51,3014.22,-1350.21,116.1,1.0,q1_q17_dr25_tce,5582.0,169.0,-152.0,4.497,0.081,-0.15,0.846,0.189,-0.102,19h40m23.68s,+41d00m25.3s,15.058,
303,6066403,K01045.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.303861044,1.192e-06,-1.192e-06,134.212059,0.000781,-0.000781,1.258,0.334,-0.178,4.0541,0.0379,-0.0379,598.2,5.1,-5.1,27.85,7.53,-3.25,1610.0,,,1595.19,1268.41,-478.56,140.6,1.0,q1_q17_dr25_tce,5758.0,155.0,-155.0,4.475,0.078,-0.182,0.902,0.244,-0.105,19h52m32.61s,+41d19m55.4s,13.555,
318,3749365,K01176.01,Kepler-785 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,1.97376085,9.9e-08,-9.9e-08,178.6894194,4.01e-05,-4.01e-05,0.337,0.225,-0.165,1.82542,0.00776,-0.00776,30222.4,31.3,-31.3,8.78,1.43,-2.13,753.0,,,76.1,62.11,-44.33,1252.5,1.0,q1_q17_dr25_tce,3807.0,291.0,-291.0,4.762,0.12,-0.08,0.503,0.082,-0.122,19h28m16.39s,+38d50m32.2s,15.715,
319,11673674,K00133.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,4.618767792,2.737e-06,-2.737e-06,133.386535,0.000485,-0.000485,0.766,0.012,-0.019,5.9957,0.0461,-0.0461,4399.1,18.4,-18.4,7.48,2.17,-1.17,1170.0,,,442.78,377.78,-163.58,270.1,1.0,q1_q17_dr25_tce,6013.0,163.0,-181.0,4.381,0.128,-0.192,1.033,0.3,-0.161,19h49m14.41s,+49d42m10.9s,13.652,
322,5820218,K01048.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,3.411758679,9.564e-06,-9.564e-06,133.18086,0.00224,-0.00224,1.213,12.11,-0.09,3.158,0.118,-0.118,570.6,19.2,-19.2,14.71,1.42,-2.12,684.0,,,51.85,18.7,-18.94,35.6,1.0,q1_q17_dr25_tce,3995.0,126.0,-140.0,4.71,0.071,-0.044,0.561,0.054,-0.081,19h55m58.01s,+41d04m30.0s,15.258,
333,3547091,K01177.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.305577989,7.111e-06,-7.111e-06,180.68154,0.0017,-0.0017,1.145,7.09,-0.656,2.5903,0.0849,-0.0849,17971.0,538.0,-538.0,25.89,4.32,-2.02,1027.0,,,263.55,139.5,-64.68,39.6,1.0,q1_q17_dr25_tce,5534.0,163.0,-163.0,4.629,0.035,-0.112,0.707,0.118,-0.055,19h28m18.84s,+38d37m53.3s,15.537,
334,3869825,K01178.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.800653901,4.142e-06,-4.142e-06,134.365782,0.000745,-0.000745,0.785,0.006,-0.007,9.0419,0.055,-0.055,15304.4,63.7,-63.7,16.91,6.01,-2.0,1347.0,,,778.45,793.72,-255.78,298.0,1.0,q1_q17_dr25_tce,6715.0,161.0,-241.0,4.347,0.056,-0.224,1.241,0.441,-0.147,19h44m32.14s,+38d59m56.4s,13.32,
337,3344419,K01181.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,0.651784374,1.93e-07,-1.93e-07,133.111707,0.000233,-0.000233,1.224,0.508,-0.093,2.0141,0.0144,-0.0144,2779.3,14.8,-14.8,33.65,8.94,-5.49,2090.0,,,4500.59,3611.67,-1708.3,195.2,2.0,q1_q17_dr25_tce,5555.0,166.0,-166.0,4.375,0.135,-0.18,1.061,0.282,-0.173,19h27m59.97s,+38d26m15.7s,14.997,
338,11192141,K00977.01,,FALSE POSITIVE,FALSE POSITIVE,1.0,0,1,0,0,1.353771892,3.751e-06,-3.751e-06,261.43662,0.002,-0.002,1.203,0.56,-0.137,7.012,0.212,-0.212,1349.1,23.3,-23.3,430.99,136.1,-48.62,4903.0,,,136609.48,117403.45,-34984.84,76.7,1.0,q1_q17_dr25_tce,4283.0,77.0,-60.0,2.012,0.112,-0.137,15.76,4.978,-1.778,19h30m52.71s,+48d51m07.3s,10.523,
340,5648449,K00979.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.348866254,7.773e-06,-7.773e-06,262.72768,0.00128,-0.00128,1.187,7.012,-0.253,3.2797,0.0741,-0.0741,625.6,13.3,-13.3,2436.69,497.5,-808.5,6421.0,,,401588.95,232894.16,-237326.16,56.3,1.0,q1_q17_dr25_tce,3598.0,78.0,-78.0,0.65,0.258,-0.211,101.451,20.714,-33.66,19h55m12.99s,+40d50m36.8s,10.68,
343,1433962,K00982.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.592633181,,,133.9243804,,,0.003,,,5.5605,,,633.1,,,1.56,0.13,-0.12,1053.0,,,290.51,87.21,-73.46,66.9,1.0,q1_q17_dr25_tce,4506.0,121.0,-135.0,4.626,0.042,-0.028,0.651,0.053,-0.053,19h27m02.87s,+37d05m55.1s,15.47,
355,3544689,K01183.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.922861499,2.01e-06,-2.01e-06,134.658644,0.00085,-0.00085,0.943,0.005,-0.004,3.5734,0.0581,-0.0581,1916.2,31.2,-31.2,5.09,1.21,-0.44,1392.0,,,884.12,621.75,-236.53,103.4,1.0,q1_q17_dr25_tce,5778.0,154.0,-188.0,4.531,0.03,-0.17,0.911,0.217,-0.078,19h25m46.82s,+38d38m14.0s,14.942,
356,4037164,K01184.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.635445336,2.01e-07,-2.01e-07,134.184037,0.000277,-0.000277,1.253,0.914,-0.128,1.8592,0.0154,-0.0154,2547.4,15.3,-15.3,19.0,1.9,-2.52,1177.0,,,451.42,177.73,-162.78,182.2,1.0,q1_q17_dr25_tce,3920.0,141.0,-156.0,4.7,0.071,-0.033,0.55,0.055,-0.073,19h00m19.26s,+39d10m55.6s,15.432,
357,3443790,K01185.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.665784138,6.93e-07,-6.93e-07,133.863028,0.000352,-0.000352,1.27,3.096,-0.104,1.8946,0.0182,-0.0182,2006.2,15.2,-15.2,97.27,16.14,-37.63,2636.0,,,11424.49,5918.75,-7549.72,148.0,1.0,q1_q17_dr25_tce,6261.0,175.0,-159.0,3.686,0.323,-0.108,2.789,0.463,-1.079,19h25m54.31s,+38d30m02.1s,11.84,
